KEY,en,notes,sp,fr,de,it,pt-br,ru,ko,ja,zh
TEAMNAME_ADJECTIVE_JESTER10,Rainbow,,Arcoíris,arcs-en-ciel,format2|Regenbogen,Arcobaleno,Arco-Íris,,,レインボー,
TEAMNAME_ADJECTIVE_JESTER11,Chuckling,,Divertidos,amusés|amusées,Glucksenden,Sorridenti,Risonhos|Risonhas,,,ニヤニヤ,
TEAMNAME_ADJECTIVE_JESTER12,Snickering,,Socarrones,narquois|narquoises,Kichernden,Lieti|Liete,Joviais,,,ニタニタ,
TEAMNAME_ADJECTIVE_JESTER13,Smiling,,Sonrientes,souriants|souriantes,Lächelnden,Ilari,Sorridentes,,,に​こに​こ,
TEAMNAME_ADJECTIVE_JESTER14,Gay,,Alegres,gais|gaies,Fröhlichen,Gioiosi|Gioiose,Alegres,,,ゲイ,
TEAMNAME_ADJECTIVE_MISC0,Purrrfect,,Ronroneantes,parrrfaits|parrrfaites,Schnurrenden,Miaosi|Miaosette,Purrrfeitos|Purrrfeitas,,,肉球ーフェクト,
TEAMNAME_ADJECTIVE_MISC1,Fluffy,,Suaves,duveteux|duveteuses,Fluffigen,Pelosetti|Pelosette,Fofinhos|Fofinhas,,,ふわも​こ,
TEAMNAME_ADJECTIVE_MISC2,format2|{Catname's},,format2|{Catname} y sus,format2|{Catname} et les,Namhaften,di {Catname},format2|de {Catname},,,format2|{Catname}の,
TEAMNAME_ADJECTIVE_MISC2_M,,,,,,,,,,,
TEAMNAME_ADJECTIVE_MISC2_F,,,,,,,,,,,
TEAMNAME_ADJECTIVE_MISC2_N,,,,,,,,,,format2|{Catname}の,
TEAMNAME_ADJECTIVE_MISC3,format2|{Catname} and the,,format2|{Catname} y los,format2|{Catname} et les,Abgefahrenen,format2|{Catname} e,format2|{Catname} e os,,,format2|{Catname}と,
TEAMNAME_ADJECTIVE_MISC3_M,,,,,,,,,,,
TEAMNAME_ADJECTIVE_MISC3_F,,,,,,,,,,,
TEAMNAME_ADJECTIVE_MISC3_N,,,,,,,,,,format2|{Catname}と,
TEAMNAME_NOUN_FIGHTER0,Lunks,,Zopencos,Balourds|male,Blödiane,I Gorilloni,Brutos|male,,,脳筋ズ,
TEAMNAME_NOUN_FIGHTER1,Bros,,Machotes,Frères|male,Bros,I Fratelli,Irmãos|male,,,ブラザーズ,
TEAMNAME_NOUN_FIGHTER2,Fists,,Puños,Poings|male,Fäuste,I Pugni,Punhos|male,,,拳,
TEAMNAME_NOUN_FIGHTER3,Bruisers,,Matones,Castagneurs|male,Schlägertypen,I Picchiatori,Agressores|male,,,喧嘩屋,
TEAMNAME_NOUN_FIGHTER4,Fists,,Puños,Poings|male,Fäuste,I Cazzotti,Punhos|male,,,こぶし,
TEAMNAME_NOUN_FIGHTER5,Dolts,,Memos,Sans-cervelles|male,Tölpel,Gli Imbranati,Tolos|male,,,おバカズ,
TEAMNAME_NOUN_FIGHTER6,Heroes,,Héroes,Héros|male,Helden,Gli Eroi,Heróis|male,,,ヒーローズ,
TEAMNAME_NOUN_FIGHTER7,Alphas,,Alfa,Alphas|male,Alphas,Gli Alfa,Alfas,,,アルファズ,
TEAMNAME_NOUN_FIGHTER8,Jocks,,Atletas,Athlètes|male,Sportskanonen,I Palestrati,Atletas,,,体育会系,
TEAMNAME_NOUN_FIGHTER9,Daddies,,Forzudos,Papas|male,Daddys,I Paparini,Papais|male,,,パパたち,
TEAMNAME_NOUN_FIGHTER10,Bullies,,Abusones,Harceleurs|male,Rabauken,I Bulli,Valentões|male,,,いじめっ子,
TEAMNAME_NOUN_FIGHTER11,Beaters,,Vapuleadores,Batteurs|male,Schläger,I Pestatori,Espancadores|male,,,殴り屋,
TEAMNAME_NOUN_HUNTER0,Stalkers,,Acechadores,Désaxés|male,Pirscher,I Segugi,Espreitadores|male,,,ストーカーズ,
TEAMNAME_NOUN_HUNTER1,Rangers,,Guardabosques,Rôdeurs|male,Waldläufer,I Ranger,Guardiões|male,,,レンジャーズ,
TEAMNAME_NOUN_HUNTER2,Trackers,,Rastreadores,Pisteurs|male,Spurensucher,I Tracciatori,Rastreadores|male,,,追跡者,
TEAMNAME_NOUN_HUNTER3,Arrowheads,,Arqueros,Têtes de flèche|male,Bogenschützen,I Predatori,Batedores|male,,,矢じり,
TEAMNAME_NOUN_HUNTER4,Skinners,,Desolladores,Écorcheurs|male,Hautabzieher,I Scorticatori,Esfoladores|male,,,皮剥ぎ,
TEAMNAME_NOUN_HUNTER5,Traps,,Tramperos,Pièges|male,Fallensteller,Gli Intrappolatori,Armadilhas|female,,,罠,
TEAMNAME_NOUN_HUNTER6,Spotters,,Observadores,Guetteurs|male,Detektive,Gli Osservatori,Olheiros|male,,,監視者,
TEAMNAME_NOUN_HUNTER7,Sharpshooters,,Francotiradores,Tirailleurs|male,Scharfschützen,I Cecchini,Franco Atiradores|male,,,狙撃手,
TEAMNAME_NOUN_HUNTER8,singular|Pack,,Compañeros,Mutins|male,Meute,I Cercatori,Companheiros|male,,,singular|パック,
TEAMNAME_NOUN_HUNTER9,Wildlings,,Montaraces,Sauvageons|male,Wildlinge,I Selvaggi,Selvagens,,,野生児,
TEAMNAME_NOUN_HUNTER10,Nature Kids,,Naturalistas,Campagnards|male,Naturburschen,I Silvestri,Silvestres,,,自然児,
TEAMNAME_NOUN_HUNTER11,Scouts,,Exploradores,Scouts|male,Pfadfinder,Gli Esploratori,Batedores|male,,,スカウト,
TEAMNAME_NOUN_HUNTER12,Brood,,Polluelos,Progénitures|female,Brüter,I Discendenti,Descendentes,,,一族,
TEAMNAME_NOUN_MEDIC0,Doctors,,Médicos,Médecins|male,Ärzte,I Dottori,Doutores|male,,,ドクターズ,
TEAMNAME_NOUN_MEDIC1,Priests,,Sacerdotes,Curés|male,Priester,I Sacerdoti,Sacerdotes|male,,,プリースト,
TEAMNAME_NOUN_MEDIC2,Crusaders,,Cruzados,Croisés|male,Kreuzritter,I Crociati,Cruzados|male,,,十字軍,
TEAMNAME_NOUN_MEDIC3,Bible Thumpers,,Fanáticos,Matrixés de la Bible|male,Bibelfreunde,I Bacchettoni,Fanáticos|male,,,聖書信者,
TEAMNAME_NOUN_MEDIC4,God Warriors,,Templarios,Guerriers divins|male,Gotteskrieger,I Guerrieri di Dio,Guerreiros Divinos|male,,,神の​戦士,
TEAMNAME_NOUN_MEDIC5,Saints,,Santos,Saints|male,Heiligen,I Santi,Santos|male,,,聖人,
TEAMNAME_NOUN_MEDIC6,Servants,,Siervos,Serviteurs|male,Diener,I Servitori,Servos|male,,,しもべ,
TEAMNAME_NOUN_MEDIC7,Faithfuls,,Fieles,Croyants|male,Gläubigen,I Fedeli,Crentes,,,信者,
TEAMNAME_NOUN_MEDIC8,Paladins,,Paladines,Paladins|male,Paladine,I Paladini,Paladinos|male,,,パラディン,
TEAMNAME_NOUN_MEDIC9,Chosen,,Elegidos,Élus|male,Auserwählten,I Prescelti,Escolhidos|male,,,選ばれし者,
TEAMNAME_NOUN_MAGE0,Students,,Estudiantes,Élèves|male,Studenten,Gli Studenti,Estudantes,,,生徒,
TEAMNAME_NOUN_MAGE1,Wizards,,Brujos,Sorciers|male,Hexenmeister,I Maghi,Magos|male,,,ウィザード,
TEAMNAME_NOUN_MAGE2,Occultists,,Ocultistas,Occultistes|male,Okkultisten,Gli Occultisti,Ocultistas,,,オカルティスト,
TEAMNAME_NOUN_MAGE3,Magicians,,Magos,Magiciens|male,Magier,I Prestigiatori,Mágicos|male,,,マジシャン,
TEAMNAME_NOUN_MAGE4,Spell Slingers,,Lanzahechizos,Enchanteurs|male,Zauberwirker,I Lanciaincantesimi,Encantadores|male,,,呪文使い,
TEAMNAME_NOUN_MAGE5,Gathering,,Taumaturgos,Initiés|male,Versammelten,Gli Adunatori,Compiladores|male,,,集会,
TEAMNAME_NOUN_MAGE6,Know It Alls,,Sabiondos,Prétentieux|male,Besserwisser,I Saputelli,Sapientes,,,知ったかぶり,
TEAMNAME_NOUN_MAGE7,Bookworms,,Lectores,Bibliophiles|male,Leseratten,I Topi di Biblioteca,Leitores|male,,,本の​虫,
TEAMNAME_NOUN_MAGE8,Sorcerers,,Hechiceros,Sorceleurs|male,Zauberer,Gli Stregoni,Feiticeiros|male,,,ソーサラー,
TEAMNAME_NOUN_TANK0,Rocks,,Pedruscos,Cailloux|male,Steine,I Sassi,Pedras|female,,,岩石,
TEAMNAME_NOUN_TANK1,Chonks,,Zampabollos,Parpaings|male,Klumpen,I Corpulenti,Pedaços|male,,,でぶに​ゃん,
TEAMNAME_NOUN_TANK2,Defenders,,Defensores,Défenseurs|male,Verteidiger,I Difensori,Defensores|male,,,ディフェンダー,
TEAMNAME_NOUN_TANK3,Lard Asses,,Tragaldabas,Lardons|male,Fettwanste,I Lardosi,Rechonchudos|male,,,デブケツ,
TEAMNAME_NOUN_TANK4,Chubbers,,Tragones,Enrobés|male,Klöße,I Paffutelli,Gordurosos|male,,,ぽっちゃりーず,
TEAMNAME_NOUN_TANK5,Brickwalls,,Muros,Murs|male,Ziegelmauern,I Fortini,Muralhas|female,,,壁,
TEAMNAME_NOUN_TANK6,Linebackers,,Armarios,Protecteurs|male,Linebacker,I Centravanti,Zagueiros|male,,,ラインバッカー,
TEAMNAME_NOUN_TANK7,Tanks,,Tanques,Tanks|male,Panzer,I Carrarmati,Tanques|male,,,タンク,
TEAMNAME_NOUN_TANK8,Big Boys,,Grandullones,Gros tas|male,Supertypen,I Ragazzoni,Garotões|male,,,ビッグボーイズ,
TEAMNAME_NOUN_TANK9,Fatties,,Gordinflones,Bouboules|male,Dickerchen,I Grassi,Gorduchos|male,,,おデブちゃん,
TEAMNAME_NOUN_TANK10,Loafs,,Holgazanes,Miches|female,Moppel,I Manzi,Gordinhos|male,,,ローフ,
TEAMNAME_NOUN_TANK11,Lumps,,Gandules,Blocs|male,Bullen,I Bitorzoli,Caroços|male,,,塊,
TEAMNAME_NOUN_TANK12,Turtles,,Acorazados,Tortues|female,Schildkröten,Le Tartarughe|female,Tartarugas|female,,,亀,
TEAMNAME_NOUN_THIEF0,Shadows,,Anónimos,Ombres|female,Schatten,Le Ombre|female,Sombras|female,,,影,
TEAMNAME_NOUN_THIEF1,Bandits,,Bandidos,Bandits|male,Banditen,I Banditi,Bandidos|male,,,バンディット,
TEAMNAME_NOUN_THIEF2,Scoundrels,,Bribones,Canailles|female,Schurken,I Mascalzoni,Cafajestes|male,,,悪党,
TEAMNAME_NOUN_THIEF3,Cheaters,,Tramposos,Tricheurs|male,Betrüger,Gli Imbroglioni,Safados|male,,,ずる​野郎,
TEAMNAME_NOUN_THIEF4,Scammers,,Estafadores,Arnaqueurs|male,Schwindler,I Truffatori,Enganadores|male,,,詐欺師,
TEAMNAME_NOUN_THIEF5,Backstabbers,,Traidores,Traîtres|male,Verräter,I Pugnalatori,Apunhaladores|male,,,裏切り者,
TEAMNAME_NOUN_THIEF6,Thieves,,Ladrones,Voleurs|male,Diebe,I Ladri,Ladrões|male,,,泥棒,
TEAMNAME_NOUN_THIEF7,Stealers,,Rateros,Brigands|male,Schlitzohren,I Rapinatori,Larápios|male,,,盗人,
TEAMNAME_NOUN_THIEF8,Hoarders,,Cleptómanos,Thésauriseurs|male,Hamsterer,Gli Accaparratori,Acumuladores|male,,,ため込み屋,
TEAMNAME_NOUN_THIEF9,Rogues,,Pícaros,Voyous|male,Gauner,Le Canaglie|female,Rebeldes,,,ローグ,
TEAMNAME_NOUN_THIEF10,Looters,,Saqueadores,Pillards|male,Plünderer,I Saccheggiatori,Saqueadores|male,,,略奪者,
TEAMNAME_NOUN_THIEF11,Jackers,,Maleantes,Filous|male,Schufte,I Razziatori,Malfeitores|male,,,強盗,
TEAMNAME_NOUN_MONK0,singular|Dojo,,Monjes,Ceintures noires|female,Samurai,Gli Accademici,Monges|male,,,singular|道場,
TEAMNAME_NOUN_MONK1,Chakras,,Chakras,Chakras|male,Chakras,I Chakra,Chakras,,,チャクラ,
TEAMNAME_NOUN_MONK2,Lotuses,,Lotos,Lotus|male,Lotusblüten,I Loti,Lótus|female,,,蓮華,
TEAMNAME_NOUN_MONK3,Flying Fists,,Golpes,Poings volants|male,Fliegenden Fäuste,I Pugni volanti,Punhos Voadores|male,,,飛拳,
TEAMNAME_NOUN_MONK4,Beings,,Seres,Êtres|male,Wesen,Gli Esseri,Seres|male,,,存在,
TEAMNAME_NOUN_MONK5,Buddhists,,Budistas,Bouddhistes|male,Buddhisten,I Buddisti,Budistas,,,仏教徒,
TEAMNAME_NOUN_MONK6,Martial Artists,,Ascetas,Artistes martiaux|male,Kampfkünstler,I Maestri di Arti Marziali,Artistas Marciais,,,武術家,
TEAMNAME_NOUN_MONK7,Harmonies,,Adeptos,Harmonies|female,Harmoniesuchenden,Gli Armonici,Harmonias|female,,,調和,
TEAMNAME_NOUN_MONK8,Palms,,Acólitos,Paumes|female,Hände,I Palmi,Palmas|female,,,掌,
TEAMNAME_NOUN_MONK9,Hermits,,Ermitaños,Hermites|male,Einsiedler,Gli Eremiti,Eremitas,,,隠者,
TEAMNAME_NOUN_MONK10,singular|Sect,,Religiosos,Sectaires|male,Sektenjünger,I Cultisti,Sectários|male,,,singular|宗派,
TEAMNAME_NOUN_MONK11,Sleepers,,Dormilones,Dormeurs|male,Schläfer,I Dormienti,Dorminhocos|male,,,眠り猫,
TEAMNAME_NOUN_MONK12,Parables,,Ejemplos,Paraboles|female,Parabeln,Le Parabole|female,Parábolas|female,,,寓話,
TEAMNAME_NOUN_DRUID0,Animals,,Animales,Animaux|male,Tiere,Gli Animali,Animais|male,,,アニマルズ,
TEAMNAME_NOUN_DRUID1,Musicians,,Músicos,Musiciens|male,Musiker,I Musicisti,Músicos|male,,,ミュージシャン,
TEAMNAME_NOUN_DRUID2,Zookeepers,,Cuidadores,Amis des bêtes|male,Zoowärter,I Custodi dello Zoo,Zoólogos|male,,,動物園管理人,
TEAMNAME_NOUN_DRUID3,singular|Gang,,Colegas,Malfrats|male,Grobiane,Le Cosche|female,Colegas,,,singular|ギャング,
TEAMNAME_NOUN_DRUID4,Collective,,Hermanos,Associés|male,Pazifisten,I Collettivi,Coletivo|male,,,コレクティブ,
TEAMNAME_NOUN_DRUID5,Hippies,,Hippies,Hippies|male,Hippies,Gli Hippie,Hippies,,,ヒッピー,
TEAMNAME_NOUN_DRUID6,Shapeshifters,,Cambiaformas,Métamorphes|male,Gestaltwandler,I Mutaforma,Metamorfos|male,,,変身者,
TEAMNAME_NOUN_DRUID7,Critters,,Bichos,Créatures|female,Viecher,Le Creaturine|female,Criaturas|female,,,生き物,
TEAMNAME_NOUN_DRUID8,Singers,,Cantantes,Chanteurs|male,Sänger,I Cantanti,Cantores|male,,,シンガーズ,
TEAMNAME_NOUN_DRUID9,singular|Choir,,Coristas,Choristes|female,Chormitglieder,I Coristi,Coristas,,,singular|合唱団,
TEAMNAME_NOUN_DRUID10,Flower Children,,Pimpollos,Pacifistes|male,Blumenkinder,I Figli dei Fiori,Floristas,,,フラワーチルドレン,
TEAMNAME_NOUN_DRUID11,Friends,,Amigos,Amis|male,Freunde,Gli Amici,Amigos|male,,,フレンズ,
TEAMNAME_NOUN_PSYCHIC0,Clairvoyants,,Clarividentes,Éclairés|male,Hellseher,I Chiaroveggenti,Clarividentes,,,千里眼,
TEAMNAME_NOUN_PSYCHIC1,Seers,,Videntes,Prophètes|male,Seher,Gli Indovini,Adivinhadores|male,,,予知者,
TEAMNAME_NOUN_PSYCHIC2,Eyes,,Ojos,Yeux|male,Augen,Gli Occhi,Olhos|male,,,眼,
TEAMNAME_NOUN_PSYCHIC3,Fortune Tellers,,Adivinos,Cartomanciens|male,Wahrsager,I Cartomanti,Videntes,,,占い​師,
TEAMNAME_NOUN_PSYCHIC4,Manipulators,,Manipuladores,Manipulateurs|male,Drahtzieher,I Manipolatori,Manipuladores|male,,,操作者,
TEAMNAME_NOUN_PSYCHIC5,Mind Readers,,Pitonisos,Télépathes|male,Gedankenleser,I Sensitivi,Leitores de Mentes|male,,,読心者,
TEAMNAME_NOUN_PSYCHIC6,Con Artists,,Timadores,Mystificateurs|male,Trickbetrüger,I Truffatori,Golpistas,,,詐欺師,
TEAMNAME_NOUN_PSYCHIC7,Pushers,,Profetas,Gratte-papiers|male,Löffelverbieger,Gli Spacciatori,Traficantes,,,プッシャー,
TEAMNAME_NOUN_PSYCHIC8,Palm Readers,,Augures,Chiromanciens|male,Handleser,I Chiromanti,Leitores de Mãos|male,,,手相見,
TEAMNAME_NOUN_PSYCHIC9,Telepaths,,Telépatas,Spiritistes|male,Telepathen,I Telepati,Telepatas,,,テレパス,
TEAMNAME_NOUN_BUTCHER0,Grillmasters,,Cocineros,Pros du grill|male,Grillmeister,I Maestri della Griglia,Mestres do Churrasco,,,グリルマスター,
TEAMNAME_NOUN_BUTCHER1,Gluttons,,Glotones,Gloutons|male,Vielfraße,I Ghiottoni,Glutões|male,,,大食い,
TEAMNAME_NOUN_BUTCHER2,Stomachs,,Estómagos,Estomacs|male,Schlemmerer,Gli Stomaci,Estômagos|male,,,胃袋,
TEAMNAME_NOUN_BUTCHER3,Hogs,,Comilones,Porcelets|male,Schweine,I Porci,Porcos|male,,,豚,
TEAMNAME_NOUN_BUTCHER4,Piglets,,Lechones,Cochons|male,Schweinchen,I Suini,Porquinhos|male,,,子豚,
TEAMNAME_NOUN_BUTCHER5,Butchers,,Carniceros,Bouchers|male,Metzger,I Macellai,Açougueiros|male,,,肉屋,
TEAMNAME_NOUN_BUTCHER6,Devils,,Demonios,Démons|male,Teufel,I Diavoli,Diabos|male,,,悪魔,
TEAMNAME_NOUN_BUTCHER7,Chop Tops,,Charcuteros,Côtelettes|female,Chop-Tops,I Decapitatori,Canibais,,,チョップトップ,
TEAMNAME_NOUN_BUTCHER8,singular|Swarm,,Salchicheros,Puants|male,Insekten,Le Orde|female,Insetos|male,,,singular|スワーム,
TEAMNAME_NOUN_BUTCHER9,Flys,,Matarifes,Mouches|female,Fliegen,Le Mosche|female,Moscas|female,,,ハエ,
TEAMNAME_NOUN_BUTCHER10,Pukers,,Destripadores,Vomitos|male,Schwelger,I Vomitatori,Vomitadores|male,,,吐き屋,
TEAMNAME_NOUN_BUTCHER11,Bingers,,Zampones,Boulimique|male,Leckermäulchen,Gli Ingozzatori,Descontrolados|male,,,暴食,
TEAMNAME_NOUN_NECROMANCER0,Zombies,,Zombis,Zombies|male,Zombies,Gli Zombie,Zumbis,,,ゾンビ,
TEAMNAME_NOUN_NECROMANCER1,Skeletons,,Esqueletos,Squelettes|male,Skelette,Gli Scheletri,Esqueletos|male,,,スケルトン,
TEAMNAME_NOUN_NECROMANCER2,Leeches,,Chupasangres,Sangsues|female,Blutsauger,Le Sanguisughe|female,Sanguessugas|female,,,ヒル,
TEAMNAME_NOUN_NECROMANCER3,Suckers,,Vampiros,Suceurs|male,Absauger,I Parassiti,Sugadores|male,,,吸血者,
TEAMNAME_NOUN_NECROMANCER4,Dead Cats,,Gatos Muertos,Morts-vivants|male,Toten Katzen,I Gatti Morti,Gatos Mortos|male,,,死猫,
TEAMNAME_NOUN_NECROMANCER5,Corpses,,Difuntos,Carcasses|female,Leichen,I Corpi,Corpos|male,,,死体,
TEAMNAME_NOUN_NECROMANCER6,Cadavers,,Cadáveres,Cadavres|male,Kadaver,I Cadaveri,Cadáveres|male,,,死骸,
TEAMNAME_NOUN_NECROMANCER7,Misfits,,Inadaptados,Marginaux|male,Außenseiter,Gli Emarginati,Desajustados|male,,,は​ぐれ者,
TEAMNAME_NOUN_NECROMANCER8,Maggots,,Gusanos,Asticots|male,Maden,Le Larve|female,Vermes|male,,,蛆虫,
TEAMNAME_NOUN_NECROMANCER9,Cultists,,Sectarios,Fanatiques|male,Kultisten,I Seguaci,Cultistas,,,カルティスト,
TEAMNAME_NOUN_NECROMANCER10,Spooks,,Espectros,Revenants|male,Gespenster,Gli Spettri,Espectros|male,,,スプーク,
TEAMNAME_NOUN_TINKERER0,Robots,,Robots,Robots|male,Roboter,I Robot,Robôs|male,,,ロボット,
TEAMNAME_NOUN_TINKERER1,Scientists,,Científicos,Scientifiques|male,Wissenschaftler,Gli Scienziati,Cientistas,,,科学者,
TEAMNAME_NOUN_TINKERER2,Workers,,Trabajadores,Travailleurs|male,Arbeiter,Gli Operai,Trabalhadores|male,,,労働者,
TEAMNAME_NOUN_TINKERER3,Tools,,Aparatos,Outils|male,Werkzeuge,Gli Strumenti,Ferramentas|female,,,道具,
TEAMNAME_NOUN_TINKERER4,Bombs,,Explosivos,Bombes|female,Bomben,Le Bombe|female,Bombas|female,,,爆弾,
TEAMNAME_NOUN_TINKERER5,Sparks,,Electricistas,Étincelles|female,Funken,I Bagliori,Fagulhas|female,,,スパーク,
TEAMNAME_NOUN_TINKERER6,Automatons,,Autómatas,Automates|male,Maschinen,Gli Automi,Autômatos|male,,,オートマトン,
TEAMNAME_NOUN_TINKERER7,CPUs,,Artilugios,Processeurs|male,Prozessoren,Le CPU|female,CPUs|female,,,CPU,
TEAMNAME_NOUN_TINKERER8,Batteries,,Circuitos,Batteries|female,Batterien,I Generatori,Pilhas|female,,,バッテリー,
TEAMNAME_NOUN_TINKERER9,Inventors,,Inventores,Inventeurs|male,Erfinder,Gli Inventori,Inventores|male,,,発明家,
TEAMNAME_NOUN_TINKERER10,Nerds,,Frikis,Nerds|male,Nerds,I Nerd,Nerds,,,ナードズ,
TEAMNAME_NOUN_TINKERER11,Geeks,,Empollones,Geeks|male,Streber,I Secchioni,Geeks,,,ギークズ,
TEAMNAME_NOUN_COLORLESS0,Cats,,Gatos,Chats|male,Katzen,I Gatti,Gatos|male,,,キャッツ,
TEAMNAME_NOUN_COLORLESS1,Boys,,Fulanos,Garçons|male,Jungen,I Ragazzi,Meninos|male,,,ボーイズ,
TEAMNAME_NOUN_COLORLESS2,Girls,,Mendas,Filles|female,Mädchen,Le Ragazze|female,Meninas|female,,,ガールズ,
TEAMNAME_NOUN_JESTER0,Jokers,,Bromistas,Bouffons|male,Witzbolde,I Saltimbanchi,Piadistas,,,ジョーカー,
TEAMNAME_NOUN_JESTER1,Trolls,,Liantes,Trolls|male,Trolle,I Troll,Trolls,,,トロールズ,
TEAMNAME_NOUN_JESTER2,Kids,,Jóvenes,Enfants|male,Kinder,I Bimbi,Crianças|female,,,キッズ,
TEAMNAME_NOUN_JESTER3,Stars,,Artistas,Étoiles|female,Sterne,Le Stelle|female,Estrelas|female,,,スターズ,
TEAMNAME_NOUN_JESTER4,Comedians,,Comediantes,Comiques|male,Comedians,I Comici,Comediantes,,,コメディアン,
TEAMNAME_NOUN_JESTER5,Clowns,,Payasos,Clowns|male,Clowns,I Clown,Palhaços|male,,,クラウンズ,
TEAMNAME_NOUN_JESTER6,Jesters,,Bufones,Fous|male,Narren,I Buffoni,Bobos da Corte|male,,,ジェスターズ,
TEAMNAME_NOUN_JESTER7,Mimes,,Mimos,Mimes|male,Pantomimen,I Mimi,Mímicos|male,,,パントマイム,
TEAMNAME_NOUN_JESTER8,Wildcards,,Comodines,Zinzolins|male,Joker,I Jolly,Curingas,,,ワイルドカード,
TEAMNAME_NOUN_JESTER9,Rainbows,,Arcoíris,Arcs-en-ciel|male,Regenbögen,Gli Arcobaleni,Arcos-Íris|male,,,レインボー,
TEAMNAME_NOUN_JESTER10,Balatros,,Augustos,Balatros|male,Balatros,I Ciarlatani,Bufões|male,,,バラトロ,
TEAMNAME_NOUN_JESTER11,Bozos,,Idiotas,Guignols|male,Dussel,I Pagliacci,Bozos|male,,,ボゾ,
TEAMNAME_NOUN_MISC0,Dudes,,Tipos,Types|male,Kerle,I Tipi,Caras,,,ダチ公,
TEAMNAME_NOUN_MISC1,singular|Team,,Socios,Coéquipiers|male,Teamplayer,Le Squadre|female,Membros|male,,,singular|チーム,
TEAMNAME_NOUN_MISC2,Cats,,Gatos,Chats|male,Katzen,I Gatti,Gatos|male,,,ネコネコ,
TEAMNAME_NOUN_MISC3,singular|Gang,,Colegas,Gangsters|male,Grobiane,Gli Schieramenti,Tratantes,,,singular|ギャング,
TEAMNAME_NOUN_MISC4,Kittens,,Gatitos,Chatons|male,Kätzchen,I Gattini,Filhotes,,,子猫ちゃん,
TEAMNAME_NOUN_MISC5,Pussies,,Mininos,Chattes|female,Muschis,Le Gattine|female,Gatinhos|male,,,プシーズ,
TEAMNAME_NOUN_MISC6,Furballs,,Michinos,Boules de poils|female,Fellknäuel,I Pelosetti,Bolas de Pelo|male,,,毛玉,
TEAMNAME_NOUN_MISC7,Fluffers,,Félidos,Poilus|male,Fluffis,I Morbidoni,Velas|female,,,も​ふも​ふーず,
TEAMNAME_NOUN_MISC8,Cat Callers,,Llamagatos,Coquettes|female,Schnatterer,I Fischiatori,Conquistadores|male,,,鳴き屋,
TEAMNAME_NOUN_MISC9,Gatos,,Felinos,Gatos|male,Gatos,I Gatos,Felinos|male,,,ガトーズ,

