KEY,en,notes,sp,fr,de,it,pt-br,ja
QEVENT_STACYMUTANT4_REW4,{catname} guesses what is coming but still winces as the machine injects {him}!,,"{catname} adivina lo que va a ocurrir, pero aun así, hace una mueca cuando la máquina le aplica la inyección.","{catname} se doute de ce qui l'attend, mais tire quand même la gueule quand la machine pique&nbsp;!","{catname} kann sich schon denken, was jetzt passiert, zuckt aber trotzdem zusammen, als {he} eine Spritze von der Maschine bekommt!","{catname} indovina cosa sta per succedere, ma non può fare a meno di sussultare quando subisce l'iniezione dalla macchina.","{catname} adivinha o que está por vir, mas mesmo assim recua quando a máquina injeta algo em seu corpo!",{catname}は​何が​起こるか​予想していたが、​機械が​注射を​打つとやはり​顔を​しかめた![b][/b]
QEVENT_STACYMUTANT4_REW4_M,,,,,,,,
QEVENT_STACYMUTANT4_REW4_F,,,,,,,,
QEVENT_STACYMUTANT4_REW4_N,,,,,,,,{catname}は​何が​起こるか​予想していたが、​機械が​注射を​打つとやはり​顔を​しかめた![b][/b]
QEVENT_STACYMUTANT4_REW5,{Catname} feels exhausted...,,{Catname} siente el agotamiento en el cuerpo.,{Catname} est tout raplapla...,{Catname} ist erschöpft&nbsp;…,{catname} avverte una forte spossatezza...,{Catname} sente um grande cansaço...,{Catname}は​疲労を​感じた...[b][/b]
QEVENT_STACYMUTANT4_REW5_M,,,,,,,,
QEVENT_STACYMUTANT4_REW5_F,,,,,,,,
QEVENT_STACYMUTANT4_REW5_N,,,,,,,,{Catname}は​疲労を​感じた...[b][/b]


