KEY,en,notes,sp,fr,de,it,pt-br,ru,ko,ja,zh
EABILITY_MAGICMISSLE_NAME,Magic Missile,,Misil mágico,Missile magique,Magisches Geschoss,Missile Magico,Míssil Mágico,,,マジックミサイル,
EABILITY_MINDBLAST_NAME,Mind Blast,,Explosión mental,Frappe psychique,Gedankenexplosion,Esplosione Mentale,Explosão Mental,,,マインドブラスト,
EABILITY_MEGAMINDBLAST_NAME,Mega Mind Blast,,Megaexplosión mental,Méga frappe psychique,Riesige Gedankenexplosion,Mega Esplosione Mentale,Mega Explosão Mental,,,メガマインドブラスト,
EABILITY_SPROUT_NAME,Sprout,,Verdugón,Pousse,Schössling,Germoglio,Broto,,,スプラウト,
EABILITY_QUAKEJUMP_NAME,Quake Jump,,Salto tembloroso,Saut sismique,Bebensprung,Salto Sismico,Pulo Terremoto,,,クエイクジャンプ,
EABILITY_HEALINGGAS_NAME,Healing Gas,,Gas curativo,Gaz guérisseur,Heilgas,Gas Curativo,Gás Curativo,,,ヒーリングガス,
EABILITY_THORNUP_NAME,Thorn Up,,Espina lista,Pic et pic,Dornen hoch,Spina +,Espinhamento,,,ソーンアップ,
EABILITY_SHOT_NAME,Shot,,Tiro,Tir,Schuss,Colpo,Disparo,,,ショット,
EABILITY_CONSUME_NAME,Consume!,,Consumo,Consommation,Konsumieren!,Consuma!,Consumir!,,,コンシューム!,
EABILITY_PUKEWAVE_NAME,Pukewave,,Onda vomitiva,Vague de vomi,Kotzwelle,Onda di Vomito,Onda de Vômito,,,パケウェーブ,
EABILITY_CRATERHOWL_NAME,Crater Howl!,,Alarido de cráter,Cri étourdissant,Kraterheuler!,Ululato di Cratere!,Uivo de Cratera!,,,クレーターハウル!,
EABILITY_RAMPAGE_NAME,Rampage!,,¡Desenfreno!,Tout saccager&nbsp;!,Randale!,Furia Distruttiva!,Tumulto!,,,ランページ!,
EABILITY_FURY_NAME,Fury,,Furia,Furie,Furie,Furore,Fúria,,,フューリー,
EABILITY_HOTPOKE_NAME,Hot Poke,,Empujón caliente,Pichenette brûlante,Heißer Stich,Pizzico Bollente,Ferro Quente,,,ホットポーク,
EABILITY_TUMORTHROW_NAME,Tumor Throw,,Lanzamiento de tumor,Lancer tumoral,Tumorwurf,Lancio del Tumore,Lançamento de Tumor,,,腫瘍投擲,
EABILITY_WHISPER_NAME,Whisper,,Susurro,Murmure,Flüstern,Sussurro,Sussurro,,,ウィスパー,
EABILITY_TWISTINGFLAMES_NAME,Twisting Flames,,Llamas serpenteantes,Flammes ondulantes,Verdrehte Flammen,Fiamme Torcenti,Chamas Esvoaçantes,,,ツイスティングフレイム,
EABILITY_TUMORDASH_NAME,Tumor Dash,,Carrera tumoral,Charge tumorale,Tumoransturm,Scatto del Tumore,Impulso de Tumor,,,腫瘍ダッシュ,
EABILITY_SPITLAVA_NAME,Spit Lava,,Escupitajo de lava,Crachat de lave,Lava spucken,Sputa Lava,Cuspir Lava,,,スピットラヴァ,
EABILITY_ZORP_NAME,Zorp,,Zorp,Zorp,Zorp,Zorp,Zorp,,,ゾープ,
EABILITY_DETECT_NAME,Detect,,Detección,Détection,Aufspüren,Individuazione,Detecção,,,ディテクト,
EABILITY_SHEILDSUP_NAME,Shields Up,,Escudos listos,Levée de boucliers,Schilde hoch,Scudi +,Escudos Erguidos,,,シールズアップ,
EABILITY_ANNIHILASER_NAME,Annihilaser,,Aniquiláser,Annihilaser,Vernichtungslaser,Annichilaser,Aniquilaser,,,アナイヒレーザー,
EABILITY_MDASH_NAME,M-Dash,,Megacarrera,M-Impulsion,M-Ansturm,Scatto-M,Impulso-M,,,Mダッシュ,
EABILITY_BEAMIN_NAME,Beam In,,Rayo fuera,Rayon,Reinbeamen,Teletrasporto,Raio Interno,,,ビームイン,
EABILITY_MSHEILD_NAME,M-Shield,,Megaescudo,Bouclier-M,M-Schild,Scudo-M,Escudo-M,,,Mシールド,
EABILITY_PRIMEBLAST_NAME,Prime Blast,,Primera explosión,Explosion primordiale,Urknall,Esplosione Primaria,Explosão Primordial,,,プライムブラスト,
EABILITY_HOWL_NAME,Howl,,Alarido,Hurlement,Heuler,Ululato,Uivar,,,ハウル,
EABILITY_CHARM_NAME,Charm,,Embrujo,Envoûtement,Charme,Ammaliamento,Feitiço,,,チャーム,
EABILITY_CERBERUBFLUB_NAME,Cerberub Flub,,Pifia de Cerberino,Bourde de cerbère moignon,Zerbussiflups,Flub di Decerbero,Erro de Cerberub,,,ケルベラブフラブ,
EABILITY_MAUL_NAME,Maul,,Vapuleo,Mutilation,Zerfleischen,Dilaniamento,Espancamento,,,モール,
EABILITY_DEATH_NAME,Death,,Muerte,Mort,Tod,Morte,Morte,,,デス,
EABILITY_PESTILENCE_NAME,Pestilence,,Pestilencia,Pestilence,Pestilenz,Pestilenza,Pestilência,,,ペスティレンス,
EABILITY_FAMINE_NAME,Famine,,Hambruna,Famine,Hungersnot,Carestia,Fome,,,ファミン,
EABILITY_WAR_NAME,War,,Guerra,Guerre,Krieg,Guerra,Guerra,,,ウォー,
EABILITY_LUCIFER_NAME,Lucifer,,Lucifer,Lucifer,Luzifer,Lucifero,Lúcifer,,,ルシファー,
EABILITY_PENTAGRAM_NAME,Pentagram,,Pentáculo,Pentagramme,Pentagramm,Pentagramma,Pentagrama,,,ペンタグラム,
EABILITY_IMBUE_NAME,Imbue,,Impregnación,Imprégnation,Durchtränken,Infusione,Imbuir,,,インビュー,
EABILITY_SHARDSOFICE_NAME,Shards of Ice,,Fragmentos de hielo,Éclats de glace,Eissplitter,Schegge di Ghiaccio,Fragmentos de Gelo,,,氷の​破片,
EABILITY_SNOW_NAME,Snow,,Nieve,Neige,Schnee,Neve,Neve,,,スノー,
EABILITY_LIGHTNINGDASH_NAME,Lightning Dash,,Carrera relámpago,Charge électrique,Blitzansturm,Scatto Fulmineo,Impulso Elétrico,,,ライトニングダッシュ,
EABILITY_LIGHTNINGSTORM_NAME,Lightning Storm,,Tormenta eléctrica,Tempête d'éclairs,Gewitter,Tempesta di Fulmini,Tempestade de Raios,,,ライトニングストーム,
EABILITY_QUAKE_NAME,Quake,,Temblor,Séisme,Erdbeben,Terremoto,Terremoto,,,クエイク,
EABILITY_MOONMANCHARGE_NAME,:O,,:O,:O,:O,:O,:O,,,:O,
EABILITY_CALLFORHELP_NAME,Call for Help,,Llamada de socorro,Appel à l'aide,Hilferuf,Richiesta di Aiuto,Pedido de Ajuda,,,援軍要請,
EABILITY_FOOGABUNGA_NAME,Fooga Bunga,,Fooga Bunga,Fooga Bunga,Fugga Bunga,Fooga Bunga,Fooga Bunga,,,フーガブンガ,
EABILITY_POUNCE_NAME,Pounce,,Acometida,Bond,Anspringen,Guizzo,Agressão,,,パウンス,
EABILITY_GRUKOOGMOOGA_NAME,Gruk Oog Mooga,,¡Gruk oog mooga!,Gruk Oog Mooga,Gruk Uck Mugga,Gruk Oog Mooga,Gruk Oog Mooga,,,グルクーグムーガ,
EABILITY_ATOOKTHAGKAT_NAME,Atook Thag Kat,"""attack that cat"" in cave speak",Gato ñamñam,Atak sseu cha,Katza haun,Atak Que Gat,Atook Thag Kat,,,アトゥークサグカット,
EABILITY_RAOOGFOOBA_NAME,Raoog Fooba,,¡Raoog fooba!,Raoog Fooba,Rauck Fubba,Raoog Fooba,Raoog Fooba,,,ラーウグフーバ,
EABILITY_ICEBREATH_NAME,Ice Breath,,Aliento de hielo,Souffle de glace,Eisatem,Soffio di Ghiaccio,Hálito de Gelo,,,アイスブレス,
EABILITY_STAMPEDE_NAME,Stampede,,Estampida,Débandade,Stampede,Stampede,Debandada,,,スタンピード,
EABILITY_PUSH_NAME,Push,,Empellón,Poussée,Schubser,Spinta,Empurrão,,,プッシュ,
EABILITY_ROCKTOSS_NAME,Rock Toss,,Lanzamiento de roca,Lancer de pierre,Steinwurf,Lancio di Pietra,Lançar Pedra,,,ロックトス,
EABILITY_BOOGA_NAME,Booga!,,¡Booga!,Booga&nbsp;!,Popl!,Booga!,Booga!,,,ブーガ!,
EABILITY_BLIZZARD_NAME,Blizzard,,Ventisca,Blizzard,Schneesturm,Valanga,Tempestade de Neve,,,ブリザード,
EABILITY_FROSTBREATH_NAME,Frost Breath,,Aliento de escarcha,Souffle de glace,Frostatem,Soffio Gelido,Hálito Gelado,,,フロストブレス,
EABILITY_PECK_NAME,Peck,,Picoteo,Bise,Pikser,Beccata,Bicada,,,ペック,
EABILITY_BEFEHL_NAME,Befehl,"enemies and their abilities in the ""nazi robot future"" area have Germanglish names (german-english nonsense). These either shouldnt be translated, or you can hybridize them swapping the other language for the english portions (Ex, Überman -> Überhombre).",Befehl,Befehl,Befehl,Befehl,Befehl,,,Befehl,
EABILITY_LASAGNEFLOPPEN_NAME,Lasagnefloppen,lasagna flop (the enemy looks like garfield),Lasañafloppen,Lasagnefloppen,Lasagnefloppen,Lasagnafloppen,Lasagnefloppen,,,Lasagnefloppen,
EABILITY_FUTUREBOTEXECUTE_NAME,Ausführen,,Ausführen,Ausführen,Hinrichten,Ausführen,Ausführen,,,Ausführen,
EABILITY_BEWEGEN_NAME,Bewegen,,Bewegen,Bewegen,Marschbefehl,Bewegen,Bewegen,,,Bewegen,
EABILITY_BLITZKRIEG_NAME,Blitzkrieg,,Blitzkrieg,Blitzkrieg,Blitzkrieg,Blitzkrieg,Blitzkrieg,,,ブリッツクリーグ,
EABILITY_DUMP_NAME,Dump,,Evacuación,Excrément,Häufchen,Scarica,Despejo,,,ダンプ,
EABILITY_LOOGIE_NAME,Loogie,,Gargajo,Mollard,Rotze,Catarro,Catarro,,,ルーギー,
EABILITY_POSSESS_NAME,Possess,,Posesión,Possession,Besitz ergreifen,Possessione,Possuir,,,ポゼス,
EABILITY_REANIMATE_NAME,Reanimate,,Reanimación,Retour à la vie,Reanimation,Rianimazione,Reanimar,,,リアニメート,
EABILITY_PREDICT_NAME,Predict,,Predicción,Prédiction,Vorhersehen,Predizione,Predição,,,プレディクト,
EABILITY_DISABLE_NAME,Disable,,Deshabilitación,Désactivation,Deaktivieren,Disabilitazione,Desabilitar,,,ディセーブル,
EABILITY_STOPHITTINGYOURSELF_NAME,Stop Hitting Yourself,,No autolesionarse,Arrête de te taper,"Hör auf, dich selbst zu schlagen",Smettila di Colpirti,Pare de se Bater,,,自分で​殴るの​やめろ,
EABILITY_PROTECT_NAME,Protect,,Protección,Protection,Schützen,Protezione,Proteção,,,プロテクト,
EABILITY_CRASH_NAME,Crash,,Colisión,Collision,Absturz,Scontro,Batida,,,クラッシュ,
EABILITY_HOLYLIGHT_NAME,Holy Light,,Luz sagrada,Lumière sainte,Heiliges Licht,Luce Sacra,Luz Sagrada,,,ホーリーライト,
EABILITY_REVIVE_NAME,Revive,,Resucitación,Réanimation,Wiederbeleben,Risuscitazione,Reviver,,,リバイブ,
EABILITY_ALLURE_NAME,Allure,,Atracción,Attrait,Reiz,Fascino,Atração,,,アルーア,
EABILITY_POISONKISS_NAME,Poison Kiss,,Beso venenoso,Baiser empoisonné,Giftkuss,Bacio Avvelenato,Beijo Venenoso,,,ポイズンキス,
EABILITY_HOLYWIND_NAME,Holy Wind,,Viento sagrado,Vent sacré,Heiliger Wind,Vento Sacro,Vento Sagrado,,,ホーリーウィンド,
EABILITY_ABSORBSOUL_NAME,Absorb Soul,,Absorción de alma,Absorption d'âme,Seele absorbieren,Assorbimento dell'Anima,Absorver Alma,,,ソウル吸収,
EABILITY_DEFECATE_NAME,Defecate,,Defecación,Défécation,Koten,Defecazione,Defecar,,,排泄,
EABILITY_LEAP_NAME,Leap,,Brinco,Saut,Sprung,Balzo,Salto,,,リープ,
EABILITY_LIGHTNINGBURST_NAME,Lightning Burst,,Ráfaga de rayos,Explosion électrique,Blitzausbruch,Esplosione di Fulmini,Explosão Elétrica,,,ライトニングバースト,
EABILITY_BRAMBLESHOT_NAME,Bramble Shot,,Tiro de zarzas,Tir épineux,Dornenschuss,Colpo di Rovi,Disparo de Espinheiro,,,ブランブルショット,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
